Date,Time,inches,inches,Raw,Alarm,Date,Time,Date/Time,Within 1 day,Winter,Zeros
8/10/2015,14:02:39,38.23,0.04,971,,42226,0.585174,42226.585,0.04,1,1
8/10/2015,14:01:36,38.19,0.04,970,,42226,0.584444,42226.584,0.04,1,1
8/10/2015,14:00:40,38.15,0.04,969,,42226,0.583796,42226.584,0.04,1,1
8/10/2015,14:00:13,38.11,0.04,968,,42226,0.583484,42226.583,0.04,1,1
8/10/2015,13:59:12,38.07,0.08,967,,42226,0.582778,42226.583,0.08,1,1
8/10/2015,13:56:21,37.99,0.04,965,,42226,0.580799,42226.581,0.04,1,1
8/10/2015,13:55:24,37.95,0.04,964,,42226,0.580139,42226.580,0.04,1,#REF!
8/10/2015,13:53:49,37.91,0.04,963,,42226,0.579039,42226.579,#REF!,1,#REF!
,,,,,,,,,,,
,,,,,,,,,,,
7/21/2015,14:47:17,37.48,0.04,952,,42206,0.616169,42206.616,#REF!,1,#REF!
7/21/2015,14:42:29,37.44,0.04,951,,42206,0.612836,42206.613,0.04,1,#REF!
7/21/2015,14:38:41,37.4,0.04,950,,42206,0.610197,42206.610,#REF!,1,#REF!
,,,,,,,,,,,
7/10/2015,21:39:02,37.09,0.04,942,,42195,0.902106,42195.902,#REF!,1,#REF!
7/10/2015,21:23:20,37.05,0.04,941,,42195,0.891204,42195.891,0.04,1,#REF!
7/10/2015,20:58:16,37.01,0.04,940,,42195,0.873796,42195.874,0.04,1,1
7/10/2015,20:56:39,36.97,0.04,939,,42195,0.872674,42195.873,0.04,1,#REF!
7/10/2015,20:55:40,36.93,0.04,938,,42195,0.871991,42195.872,#REF!,1,#REF!
,,,,,,,,,,,
7/9/2015,23:13:10,36.89,0.04,937,,42194,0.967477,42194.967,#REF!,1,#REF!
7/9/2015,22:41:49,36.85,0.04,936,,42194,0.945706,42194.946,0.04,1,#REF!
7/9/2015,22:22:41,36.81,0.04,935,,42194,0.932419,42194.932,0.04,1,1
7/9/2015,22:01:05,36.77,0.04,934,,42194,0.917419,42194.917,0.04,1,1
7/9/2015,21:38:06,36.73,0.04,933,,42194,0.901458,42194.901,0.04,1,1
7/9/2015,21:19:54,36.69,0.04,932,,42194,0.888819,42194.889,0.04,1,1
7/9/2015,21:16:54,36.65,0.04,931,,42194,0.886736,42194.887,0.04,1,#REF!
7/9/2015,21:12:23,36.61,0.04,930,,42194,0.883600,42194.884,#REF!,1,#REF!
,,,,,,,,,,,
7/8/2015,14:42:25,36.46,0.04,926,,42193,0.612789,42193.613,#REF!,1,#REF!
7/8/2015,14:04:50,36.42,0.04,925,,42193,0.586690,42193.587,0.04,1,#REF!
7/8/2015,13:45:00,36.38,0.04,924,,42193,0.572917,42193.573,#REF!,1,#REF!
,,,,,,,,,,,
7/7/2015,16:35:46,36.34,0.04,923,,42192,0.691505,42192.692,#REF!,1,#REF!
7/7/2015,16:14:15,36.3,0.04,922,,42192,0.676563,42192.677,0.04,1,#REF!
7/7/2015,15:41:37,36.26,0.04,921,,42192,0.653900,42192.654,#REF!,1,#REF!
,,,,,,,,,,,
7/5/2015,18:14:49,35.94,0.04,913,,42190,0.760289,42190.760,#REF!,1,#REF!
7/5/2015,17:50:14,35.91,0.04,912,,42190,0.743218,42190.743,0.04,1,#REF!
7/5/2015,17:43:50,35.87,0.04,911,,42190,0.738773,42190.739,0.04,1,#REF!
7/5/2015,17:39:41,35.83,0.04,910,,42190,0.735891,42190.736,#REF!,1,#REF!
,,,,,,,,,,,
6/24/2015,17:46:55,35.24,0.04,895,,42179,0.740914,42179.741,#REF!,1,#REF!
6/24/2015,17:43:25,35.2,0.04,894,,42179,0.738484,42179.738,0.04,1,#REF!
6/24/2015,17:40:59,35.16,0.04,893,,42179,0.736794,42179.737,0.04,1,1
6/24/2015,17:39:26,35.12,0.04,892,,42179,0.735718,42179.736,0.04,1,1
6/24/2015,17:38:45,35.08,0.04,891,,42179,0.735243,42179.735,0.04,1,1
6/24/2015,17:37:45,35.04,0.04,890,,42179,0.734549,42179.735,0.04,1,1
6/24/2015,17:36:45,35,0.04,889,,42179,0.733854,42179.734,0.04,1,#REF!
6/24/2015,17:34:10,34.96,0.04,888,,42179,0.732060,42179.732,#REF!,1,#REF!
,,,,,,,,,,,
6/12/2015,10:12:10,34.8,0.04,884,,42167,0.425116,42167.425,#REF!,1,#REF!
6/12/2015,9:33:49,34.76,0.04,883,,42167,0.398484,42167.398,0.04,1,#REF!
6/12/2015,9:18:46,34.72,0.04,882,,42167,0.388032,42167.388,0.04,1,1
6/12/2015,8:56:38,34.69,0.04,881,,42167,0.372662,42167.373,0.04,1,1
6/12/2015,8:44:14,34.65,0.04,880,,42167,0.364051,42167.364,0.04,1,1
6/12/2015,8:33:57,34.61,0.04,879,,42167,0.356910,42167.357,0.04,1,1
6/12/2015,8:20:44,34.57,0.04,878,,42167,0.347731,42167.348,0.04,1,1
6/12/2015,8:07:06,34.53,0.04,877,,42167,0.338264,42167.338,0.04,1,1
6/12/2015,7:56:56,34.49,0.04,876,,42167,0.331204,42167.331,0.04,1,1
6/12/2015,7:46:09,34.45,0.04,875,,42167,0.323715,42167.324,0.04,1,1
6/12/2015,7:41:33,34.41,0.04,874,,42167,0.320521,42167.321,0.04,1,1
6/12/2015,7:36:29,34.37,0.04,873,,42167,0.317002,42167.317,0.04,1,1
6/12/2015,7:28:18,34.33,0.04,872,,42167,0.311319,42167.311,0.04,1,1
6/12/2015,7:19:08,34.29,0.04,871,,42167,0.304954,42167.305,0.04,1,1
6/12/2015,7:15:07,34.25,0.08,870,,42167,0.302164,42167.302,0.08,1,1
6/12/2015,7:01:55,34.17,0.04,868,,42167,0.292998,42167.293,0.04,1,1
6/12/2015,6:47:52,34.13,0.04,867,,42167,0.283241,42167.283,0.04,1,1
6/12/2015,6:31:31,34.09,0.04,866,,42167,0.271887,42167.272,0.04,1,1
6/12/2015,6:10:17,34.06,0.04,865,,42167,0.257141,42167.257,0.04,1,1
6/12/2015,6:00:05,34.02,0.04,864,,42167,0.250058,42167.250,0.04,1,1
6/12/2015,5:44:34,33.98,0.04,863,,42167,0.239282,42167.239,0.04,1,#REF!
6/12/2015,5:21:42,33.94,0.04,862,,42167,0.223403,42167.223,#REF!,1,#REF!
,,,,,,,,,,,
6/11/2015,20:40:19,33.9,0.04,861,,42166,0.861331,42166.861,#REF!,1,#REF!
6/11/2015,20:28:10,33.86,0.04,860,,42166,0.852894,42166.853,0.04,1,#REF!
6/11/2015,20:16:01,33.82,0.04,859,,42166,0.844456,42166.844,0.04,1,1
6/11/2015,20:07:40,33.78,0.04,858,,42166,0.838657,42166.839,0.04,1,1
6/11/2015,20:00:03,33.74,0.04,857,,42166,0.833368,42166.833,0.04,1,1
6/11/2015,19:53:09,33.7,0.04,856,,42166,0.828576,42166.829,0.04,1,1
6/11/2015,19:43:42,33.66,0.04,855,,42166,0.822014,42166.822,0.04,1,1
6/11/2015,19:38:01,33.62,0.08,854,,42166,0.818067,42166.818,0.08,1,1
6/11/2015,19:14:38,33.54,0.04,852,,42166,0.801829,42166.802,0.04,1,1
6/11/2015,19:06:53,33.5,0.04,851,,42166,0.796447,42166.796,0.04,1,1
6/11/2015,19:01:42,33.46,0.04,850,,42166,0.792847,42166.793,0.04,1,1
6/11/2015,18:55:49,33.43,0.04,849,,42166,0.788762,42166.789,0.04,1,1
6/11/2015,18:53:05,33.39,0.04,848,,42166,0.786863,42166.787,0.04,1,1
6/11/2015,18:48:48,33.35,0.04,847,,42166,0.783889,42166.784,0.04,1,1
6/11/2015,18:46:19,33.31,0.04,846,,42166,0.782164,42166.782,0.04,1,1
6/11/2015,18:43:06,33.27,0.08,845,,42166,0.779931,42166.780,0.08,1,1
6/11/2015,18:37:05,33.19,0.04,843,,42166,0.775752,42166.776,0.04,1,1
6/11/2015,18:35:09,33.15,0.08,842,,42166,0.774410,42166.774,0.08,1,1
6/11/2015,18:32:00,33.07,0.04,840,,42166,0.772222,42166.772,0.04,1,1
6/11/2015,18:29:37,33.03,0.04,839,,42166,0.770567,42166.771,0.04,1,1
6/11/2015,18:26:26,32.99,0.08,838,,42166,0.768356,42166.768,0.08,1,1
6/11/2015,18:14:22,32.91,0.04,836,,42166,0.759977,42166.760,0.04,1,1
6/11/2015,17:54:13,32.87,0.04,835,,42166,0.745984,42166.746,0.04,1,1
6/11/2015,17:50:21,32.83,0.04,834,,42166,0.743299,42166.743,0.04,1,1
6/11/2015,17:44:35,32.8,0.04,833,,42166,0.739294,42166.739,0.04,1,#REF!
6/11/2015,17:23:13,32.76,0.04,832,,42166,0.724456,42166.724,#REF!,1,#REF!
,,,,,,,,,,,
6/5/2015,21:09:05,32.56,0.04,827,,42160,0.881308,42160.881,#REF!,1,#REF!
6/5/2015,21:03:17,32.52,0.04,826,,42160,0.877280,42160.877,0.04,1,#REF!
6/5/2015,20:55:30,32.48,0.04,825,,42160,0.871875,42160.872,#REF!,1,#REF!
,,,,,,,,,,,
6/5/2015,13:55:49,32.44,0.04,824,,42160,0.580428,42160.580,#REF!,1,#REF!
6/5/2015,13:43:40,32.4,0.04,823,,42160,0.571991,42160.572,0.04,1,#REF!
6/5/2015,13:41:07,32.36,0.04,822,,42160,0.570220,42160.570,#REF!,1,#REF!
,,,,,,,,,,,
6/5/2015,0:29:31,32.28,0.04,820,,42160,0.020498,42160.020,#REF!,1,#REF!
6/5/2015,0:21:42,32.24,0.04,819,,42160,0.015069,42160.015,0.04,1,#REF!
6/5/2015,0:16:32,32.2,0.04,818,,42160,0.011481,42160.011,#REF!,1,#REF!
,,,,,,,,,,,
5/22/2015,21:53:42,31.73,0.04,806,,42146,0.912292,42146.912,#REF!,1,#REF!
5/22/2015,21:40:30,31.69,0.04,805,,42146,0.903125,42146.903,0.04,1,#REF!
5/22/2015,21:31:29,31.65,0.04,804,,42146,0.896863,42146.897,0.04,1,1
5/22/2015,21:25:58,31.61,0.04,803,,42146,0.893032,42146.893,0.04,1,1
5/22/2015,21:22:30,31.57,0.04,802,,42146,0.890625,42146.891,0.04,1,1
5/22/2015,21:13:49,31.54,0.04,801,,42146,0.884595,42146.885,0.04,1,1
5/22/2015,21:08:52,31.5,0.04,800,,42146,0.881157,42146.881,0.04,1,#REF!
5/22/2015,20:42:25,31.46,0.04,799,,42146,0.862789,42146.863,#REF!,1,#REF!
,,,,,,,,,,,
5/22/2015,7:56:06,31.42,0.04,798,,42146,0.330625,42146.331,#REF!,1,#REF!
5/22/2015,7:24:03,31.38,0.04,797,,42146,0.308368,42146.308,0.04,1,#REF!
5/22/2015,7:03:15,31.34,0.04,796,,42146,0.293924,42146.294,0.04,1,1
5/22/2015,6:39:22,31.3,0.04,795,,42146,0.277338,42146.277,0.04,1,#REF!
5/22/2015,6:01:59,31.26,0.04,794,,42146,0.251377,42146.251,#REF!,1,#REF!
,,,,,,,,,,,
5/19/2015,7:04:47,31.1,0.04,790,,42143,0.294988,42143.295,#REF!,1,#REF!
5/19/2015,6:49:48,31.06,0.04,789,,42143,0.284583,42143.285,0.04,1,#REF!
5/19/2015,6:38:49,31.02,0.04,788,,42143,0.276956,42143.277,0.04,1,1
5/19/2015,6:19:13,30.98,0.04,787,,42143,0.263345,42143.263,0.04,1,1
5/19/2015,6:03:48,30.94,0.08,786,,42143,0.252639,42143.253,0.08,1,1
5/19/2015,5:25:14,30.87,0.04,784,,42143,0.225856,42143.226,0.04,1,#REF!
5/19/2015,5:08:54,30.83,0.04,783,,42143,0.214514,42143.215,#REF!,1,#REF!
5/19/2015,4:16:03,30.79,0.04,782,,42143,0.177813,42143.178,#REF!,1,#REF!
5/19/2015,3:46:11,30.75,0.04,781,,42143,0.157072,42143.157,0.04,1,#REF!
5/19/2015,3:31:08,30.71,0.04,780,,42143,0.146620,42143.147,0.04,1,1
5/19/2015,3:16:20,30.67,0.04,779,,42143,0.136343,42143.136,0.04,1,1
5/19/2015,3:00:14,30.63,0.04,778,,42143,0.125162,42143.125,0.04,1,1
5/19/2015,2:38:49,30.59,0.04,777,,42143,0.110289,42143.110,0.04,1,1
5/19/2015,2:27:42,30.55,0.04,776,,42143,0.102569,42143.103,0.04,1,#REF!
5/19/2015,1:13:40,30.51,0.04,775,,42143,0.051157,42143.051,#REF!,1,#REF!
,,,,,,,,,,,
5/16/2015,14:28:03,30.24,0.04,768,,42140,0.602813,42140.603,#REF!,1,#REF!
5/16/2015,14:20:06,30.2,0.04,767,,42140,0.597292,42140.597,0.04,1,#REF!
5/16/2015,14:13:41,30.16,0.04,766,,42140,0.592836,42140.593,0.04,1,1
5/16/2015,14:09:55,30.12,0.04,765,,42140,0.590220,42140.590,0.04,1,1
5/16/2015,14:05:39,30.08,0.04,764,,42140,0.587257,42140.587,0.04,1,1
5/16/2015,14:02:12,30.04,0.04,763,,42140,0.584861,42140.585,0.04,1,1
5/16/2015,13:58:17,30,0.04,762,,42140,0.582141,42140.582,0.04,1,1
5/16/2015,13:54:48,29.96,0.04,761,,42140,0.579722,42140.580,0.04,1,1
5/16/2015,13:50:32,29.92,0.04,760,,42140,0.576759,42140.577,0.04,1,1
5/16/2015,13:46:30,29.88,0.04,759,,42140,0.573958,42140.574,0.04,1,1
5/16/2015,13:41:52,29.84,0.04,758,,42140,0.570741,42140.571,0.04,1,1
5/16/2015,13:35:26,29.8,0.04,757,,42140,0.566273,42140.566,0.04,1,1
5/16/2015,13:30:47,29.76,0.04,756,,42140,0.563044,42140.563,0.04,1,1
5/16/2015,13:21:43,29.72,0.04,755,,42140,0.556748,42140.557,0.04,1,#REF!
5/16/2015,13:14:04,29.69,0.04,754,,42140,0.551435,42140.551,#REF!,1,#REF!
,,,,,,,,,,,
5/14/2015,20:09:09,29.65,0.04,753,,42138,0.839688,42138.840,#REF!,1,#REF!
5/14/2015,20:07:20,29.61,0.04,752,,42138,0.838426,42138.838,0.04,1,#REF!
5/14/2015,20:05:22,29.57,0.04,751,,42138,0.837060,42138.837,#REF!,1,#REF!
,,,,,,,,,,,
5/10/2015,10:36:35,29.53,0.04,750,,42134,0.442072,42134.442,#REF!,1,#REF!
5/10/2015,10:23:20,29.49,0.04,749,,42134,0.432870,42134.433,0.04,1,#REF!
5/10/2015,10:11:31,29.45,0.04,748,,42134,0.424664,42134.425,0.04,1,1
5/10/2015,10:00:54,29.41,0.04,747,,42134,0.417292,42134.417,0.04,1,1
5/10/2015,9:55:54,29.37,0.04,746,,42134,0.413819,42134.414,0.04,1,1
5/10/2015,9:37:58,29.33,0.04,745,,42134,0.401366,42134.401,0.04,1,#REF!
5/10/2015,9:14:20,29.29,0.04,744,,42134,0.384954,42134.385,#REF!,1,#REF!
,,,,,,,,,,,
5/9/2015,19:08:29,29.25,0.04,743,,42133,0.797558,42133.798,#REF!,1,#REF!
5/9/2015,18:54:58,29.21,0.04,742,,42133,0.788171,42133.788,0.04,1,#REF!
5/9/2015,18:41:52,29.17,0.04,741,,42133,0.779074,42133.779,0.04,1,1
5/9/2015,18:33:20,29.13,0.04,740,,42133,0.773148,42133.773,0.04,1,1
5/9/2015,18:24:51,29.09,0.04,739,,42133,0.767257,42133.767,0.04,1,1
5/9/2015,18:17:47,29.06,0.04,738,,42133,0.762350,42133.762,0.04,1,1
5/9/2015,18:10:13,29.02,0.04,737,,42133,0.757095,42133.757,0.04,1,1
5/9/2015,18:04:25,28.98,0.04,736,,42133,0.753067,42133.753,0.04,1,1
5/9/2015,17:57:05,28.94,0.04,735,,42133,0.747975,42133.748,0.04,1,1
5/9/2015,17:50:45,28.9,0.04,734,,42133,0.743576,42133.744,0.04,1,1
5/9/2015,17:41:59,28.86,0.04,733,,42133,0.737488,42133.737,0.04,1,1
5/9/2015,17:33:29,28.82,0.04,732,,42133,0.731586,42133.732,0.04,1,1
5/9/2015,17:23:27,28.78,0.04,731,,42133,0.724618,42133.725,0.04,1,1
5/9/2015,17:12:32,28.74,0.04,730,,42133,0.717037,42133.717,0.04,1,1
5/9/2015,17:01:41,28.7,0.04,729,,42133,0.709502,42133.710,0.04,1,#REF!
5/9/2015,16:43:55,28.66,0.04,728,,42133,0.697164,42133.697,#REF!,1,#REF!
5/9/2015,16:22:47,28.62,0.04,727,,42133,0.682488,42133.682,#REF!,1,#REF!
5/9/2015,16:03:26,28.58,0.04,726,,42133,0.669051,42133.669,0.04,1,#REF!
,,,,,,,,,,,
5/9/2015,8:55:59,28.54,0.04,725,,42133,0.372211,42133.372,0.04,1,1
5/9/2015,8:44:05,28.5,0.04,724,,42133,0.363947,42133.364,0.04,1,#REF!
5/9/2015,8:36:38,28.46,0.08,723,,42133,0.358773,42133.359,#REF!,1,#REF!
,,,,,,,,,,,
5/8/2015,23:31:33,28.31,0.04,719,,42132,0.980243,42132.980,#REF!,1,#REF!
5/8/2015,23:24:46,28.27,0.04,718,,42132,0.975532,42132.976,0.04,1,#REF!
5/8/2015,23:10:51,28.23,0.04,717,,42132,0.965868,42132.966,0.04,1,1
5/8/2015,22:52:02,28.19,0.04,716,,42132,0.952801,42132.953,0.04,1,#REF!
5/8/2015,21:02:11,28.15,0.04,715,,42132,0.876516,42132.877,#REF!,1,#REF!
,,,,,,,,,,,
5/8/2015,13:42:14,28.11,0.04,714,,42132,0.570995,42132.571,#REF!,1,#REF!
5/8/2015,13:34:08,28.07,0.04,713,,42132,0.565370,42132.565,0.04,1,#REF!
5/8/2015,13:31:35,28.03,0.04,712,,42132,0.563600,42132.564,0.04,1,1
5/8/2015,13:29:41,27.99,0.04,711,,42132,0.562280,42132.562,0.04,1,1
5/8/2015,13:28:48,27.95,0.04,710,,42132,0.561667,42132.562,0.04,1,#REF!
5/8/2015,13:24:12,27.91,0.04,709,,42132,0.558472,42132.558,#REF!,1,#REF!
,,,,,,,,,,,
5/7/2015,21:35:38,27.76,0.04,705,,42131,0.899745,42131.900,#REF!,1,#REF!
5/7/2015,21:30:28,27.72,0.04,704,,42131,0.896157,42131.896,0.04,1,#REF!
5/7/2015,21:24:53,27.68,0.04,703,,42131,0.892280,42131.892,0.04,1,#REF!
5/7/2015,19:05:03,27.64,0.04,702,,42131,0.795174,42131.795,#REF!,1,#REF!
,,,,,,,,,,,
5/5/2015,18:04:59,27.56,0.04,700,,42129,0.753461,42129.753,#REF!,1,#REF!
5/5/2015,17:36:35,27.52,0.04,699,,42129,0.733738,42129.734,0.04,1,#REF!
5/5/2015,16:54:03,27.48,0.04,698,,42129,0.704201,42129.704,#REF!,1,#REF!
5/5/2015,15:35:24,27.44,0.04,697,,42129,0.649583,42129.650,#REF!,1,#REF!
5/5/2015,14:08:04,27.4,0.04,696,,42129,0.588935,42129.589,0.04,1,#REF!
5/5/2015,13:39:15,27.36,0.04,695,,42129,0.568924,42129.569,0.04,1,1
5/5/2015,13:16:06,27.32,0.04,694,,42129,0.552847,42129.553,0.04,1,1
5/5/2015,13:11:36,27.28,0.04,693,,42129,0.549722,42129.550,0.04,1,1
5/5/2015,13:09:05,27.24,0.04,692,,42129,0.547975,42129.548,0.04,1,1
5/5/2015,13:05:12,27.2,0.04,691,,42129,0.545278,42129.545,0.04,1,1
5/5/2015,13:01:21,27.17,0.04,690,,42129,0.542604,42129.543,0.04,1,#REF!
5/5/2015,12:37:30,27.13,0.04,689,,42129,0.526042,42129.526,#REF!,1,#REF!
,,,,,,,,,,,
5/1/2015,16:04:38,26.97,0.04,685,,42125,0.669884,42125.670,#REF!,1,#REF!
5/1/2015,16:02:40,26.93,0.08,684,,42125,0.668519,42125.669,0.08,1,#REF!
5/1/2015,15:48:36,26.85,0.04,682,,42125,0.658750,42125.659,#REF!,1,#REF!
,,,,,,,,,,,
4/26/2015,22:58:57,26.61,0.04,676,,42120,0.957604,42120.958,#REF!,1,#REF!
4/26/2015,20:59:31,26.57,0.04,675,,42120,0.874664,42120.875,0.04,1,#REF!
4/26/2015,18:39:53,26.54,0.04,674,,42120,0.777697,42120.778,0.04,1,1
4/26/2015,17:27:54,26.5,0.04,673,,42120,0.727708,42120.728,0.04,1,1
4/26/2015,17:12:32,26.46,0.04,672,,42120,0.717037,42120.717,0.04,1,#REF!
4/26/2015,16:59:39,26.42,0.04,671,,42120,0.708090,42120.708,#REF!,1,#REF!
4/26/2015,16:35:00,26.38,0.04,670,,42120,0.690972,42120.691,#REF!,1,#REF!
4/26/2015,16:13:34,26.34,0.04,669,,42120,0.676088,42120.676,0.04,1,#REF!
4/26/2015,15:56:31,26.3,0.04,668,,42120,0.664248,42120.664,0.04,1,1
4/26/2015,15:31:14,26.26,0.04,667,,42120,0.646690,42120.647,0.04,1,1
4/26/2015,15:13:19,26.22,0.04,666,,42120,0.634248,42120.634,0.04,1,1
4/26/2015,14:42:37,26.18,0.04,665,,42120,0.612928,42120.613,0.04,1,1
4/26/2015,14:00:59,26.14,0.04,664,,42120,0.584016,42120.584,0.04,1,1
4/26/2015,13:48:14,26.1,0.04,663,,42120,0.575162,42120.575,0.04,1,1
4/26/2015,13:34:07,26.06,0.12,662,,42120,0.565359,42120.565,0.12,1,1
4/26/2015,11:56:22,25.94,0.04,659,,42120,0.497477,42120.497,0.04,1,1
4/26/2015,11:37:35,25.91,0.04,658,,42120,0.484433,42120.484,0.04,1,1
4/26/2015,11:14:29,25.87,0.04,657,,42120,0.468391,42120.468,0.04,1,1
4/26/2015,10:38:27,25.83,0.08,656,,42120,0.443368,42120.443,0.08,1,1
4/26/2015,9:29:01,25.75,0.04,654,,42120,0.395150,42120.395,0.04,1,1
4/26/2015,9:14:36,25.71,0.04,653,,42120,0.385139,42120.385,0.04,1,1
4/26/2015,8:56:26,25.67,0.04,652,,42120,0.372523,42120.373,0.04,1,#REF!
4/26/2015,8:36:35,25.63,0.04,651,,42120,0.358738,42120.359,#REF!,1,#REF!
,,,,,,,,,,,
4/19/2015,3:14:29,25.59,0.04,650,,42113,0.135058,42113.135,#REF!,1,#REF!
4/19/2015,2:28:02,25.55,0.04,649,,42113,0.102801,42113.103,0.04,1,#REF!
4/19/2015,1:36:35,25.51,0.04,648,,42113,0.067072,42113.067,#REF!,1,#REF!
,,,,,,,,,,,
4/17/2015,14:01:15,25.43,0.04,646,,42111,0.584201,42111.584,#REF!,1,#REF!
4/17/2015,13:51:39,25.39,0.04,645,,42111,0.577535,42111.578,0.04,1,#REF!
4/17/2015,13:46:34,25.35,0.04,644,,42111,0.574005,42111.574,0.04,1,1
4/17/2015,13:41:04,25.31,0.04,643,,42111,0.570185,42111.570,0.04,1,1
4/17/2015,13:34:58,25.28,0.04,642,,42111,0.565949,42111.566,0.04,1,1
4/17/2015,13:26:54,25.24,0.04,641,,42111,0.560347,42111.560,0.04,1,1
